code	name
N04AA04	Procyclidin
N04AA05	Profenamin
N03AG05	Progabid
G03DA04	Progesteron
G03DD01	Progesteron
G03FA04	Progesteron und Estrogen
M01AB14	Proglumetacin
A02BX06	Proglumid
P01BB01	Proguanil
P01BB51	Proguanil und Atovaquon
L01FF08	Prolgolimab
N06BX14	Prolintan
N06BX64	Prolintan, Kombinationen
N05AA03	Promazin
G03DB07	Promegeston
G03CA09	Promestrien
D04AA10	Promethazin
N05CM22	Promethazin
R06AD02	Promethazin
A04AB58	Promethazin, Kombinationen
N05CX13	Promethazin, Kombinationen
R06AD52	Promethazin, Kombinationen
N02BE05	Propacetamol
C01BC03	Propafenon
N05CA25	Propallylonal
D08AC03	Propamidin
S01AX15	Propamidin
N01AX04	Propanidid
D08AX03	Propanol
D08AX53	Propanol, Kombinationen
A03AB05	Propanthelin
A03CA34	Propanthelin und Psycholeptika
C01DA07	Propatylnitrat
C01DA57	Propatylnitrat, Kombinationen
G01AF14	Propenidazol
P01AB05	Propenidazol
N06BC02	Propentofyllin
J01CE03	Propicillin
N05CM06	Propiomazin
N01BX05	Propipocain
A01AE54	Propipocain, Kombinationen
C05AD58	Propipocain, Kombinationen
G04BD06	Propiverin
N01AX10	Propofol
D03AX18	Propolis
C07AA05	Propranolol
C07DA25	Propranolol, Hydrochlorothiazid und Triamteren
C07CA05	Propranolol und andere Diuretika
C07FX01	Propranolol und andere Kombinationen
C07BA05	Propranolol und Thiazide
C07EA05	Propranolol und Vasodilatatoren
V08AD03	Propyliodon
M02AD01	Propylnicotinat
M02AD51	Propylnicotinat, Kombinationen
H03BA02	Propylthiouracil
N02BB04	Propyphenazon
R05XA03	Propyphenazon, Kombinationen
N02BB54	Propyphenazon, Kombinationen exkl. Psycholeptika**
N02BB74	Propyphenazon, Kombinationen mit Psycholeptika
M01AX13	Proquazon
C01AB01	Proscillaridin
C01AB51	Proscillaridin, Kombinationen
V04CY17	Prostata spezifische Antigen-Testzone
V03AB14	Protamin
D03BA53	Protease, Kombinationen
B01AD12	Protein C
V04CY21	Protein-C-Testzone
B05BA04	Proteinhydrolysate
V04BA01	Protein-Testzone
V06BA50	Proteinzusatznahrung, Kombinationen
N05AX07	Prothipendyl
G01AX13	Protiofat
J04AD01	Protionamid
J04AM21	Protionamid, Kombinationen
V04CJ02	Protirelin
N06AA11	Protriptylin
A03AX07	Proxazol
N05CA22	Proxibarbal
S01HA04	Proxymetacain
R03DA03	Proxyphyllin
C01EX67	Proxyphyllin, Kombinationen
C04AD56	Proxyphyllin, Kombinationen
R03DA53	Proxyphyllin, Kombinationen exkl. Psycholeptika
R03DA73	Proxyphyllin, Kombinationen mit Psycholeptika
R03DB03	Proxyphyllin und Sympathomimetika
A06AX05	Prucaloprid
J01MA17	Prulifloxacin
G04CX01	Prunus africanae cortex*
R01BA02	Pseudoephedrin
R01BA52	Pseudoephedrin, Kombinationen
R01BA60	Pseudoephedrin und Cetirizin
R01BA58	Pseudoephedrin und Desloratadin
R01BA57	Pseudoephedrin und Ibuprofen
R01BA59	Pseudoephedrin und Triprolidin
S01XA38	Pufferlösungen
G04CP07	Pygeum africanum
C05CA06	Pygnogenol
P02CC01	Pyrantel
J04AK01	Pyrazinamid
M01AA07	Pyrazinobutazon
P03AP01	Pyrethrum
P03AC01	Pyrethrum*
P03AP51	Pyrethrum, Kombinationen
P03AC51	Pyrethrum, Kombinationen*
N07AA02	Pyridostigmin
A11HA06	Pyridoxalphosphat
A11HA02	Pyridoxin (Vitamin B6)
C04AC52	Pyridylcarbinol, Kombinationen
P01BD01	Pyrimethamin
P01BD51	Pyrimethamin, Kombinationen
D11AC10	Pyrithion Zink
D11AX12	Pyrithion Zink
N05CE03	Pyrithyldion
N06BX02	Pyritinol
R06AX08	Pyrrobutamin
R06AX58	Pyrrobutamin, Kombinationen
D01AA07	Pyrrolnitrin
P02CX01	Pyrvinium
P03AP02	Quassia
P03AX04	Quassia*
N05CD10	Quazepam
D08AK01	Quecksilberamidochlorid
D08AK03	Quecksilberchlorid
D08AK11	Quecksilbercyanid
S01AX01	Quecksilber-haltige Verbindungen
D08AK30	Quecksilberiodid
N05AH04	Quetiapin
R06AX31	Quifenadin
G02CB04	Quinagolid
C09AA06	Quinapril
C09BA06	Quinapril und Diuretika
C09BA26	Quinapril und Hydrochlorothiazid
A14AA06	Quinbolon
C03BA02	Quinethazon
C03BB02	Quinethazon und Kalium
G03AC04	Quingestanol
G03AA02	Quingestanol und Ethinylestradiol
C05AD11	Quinisocain
C05AD61	Quinisocain, Kombinationen
N06AA23	Quinupramin
J01FG02	Quinupristin/Dalfopristin
L01EX11	Quizartinib
A02BC04	Rabeprazol
A02BD12	Rabeprazol, Amoxicillin und Clarithromycin
A02BD13	Rabeprazol, Amoxicillin und Metronidazol
A02BC54	Rabeprazol, Kombinationen
A07XA04	Racecadotril
V10XX03	(223Ra)Radiumdichlorid
G03XC01	Raloxifen
J05AJ01	Raltegravir
L01BA03	Raltitrexed
N05CH02	Ramelteon
M02AA85	Ramifenazon, Kombinationen
C09AA05	Ramipril
C09BX03	Ramipril, Amlodipin und Hydrochlorothiazid
C09BB07	Ramipril und Amlodipin
C09BX05	Ramipril und Bisoprolol
C09BA05	Ramipril und Diuretika
C09BB05	Ramipril und Felodipin
C09BA25	Ramipril und Hydrochlorothiazid
C09BA55	Ramipril und Piretanid
L01FG02	Ramucirumab
S01LA04	Ranibizumab
L01AD07	Ranimustin
A02BA02	Ranitidin
A02BA07	Ranitidinbismutcitrat
C01EB18	Ranolazin
N04BD02	Rasagilin
V03AF07	Rasburicase
C04AX39	Raubasin
C04BA03	Raubasin, Kombinationen
C02AP01	Rauwolfia-Alkaloide, ganze Wurzel
C02AA04	Rauwolfia-Alkaloide, ganze Wurzel*
C02AP51	Rauwolfia-Alkaloide, ganze Wurzel, Kombinationen
C02LA08	Rauwolfia-Alkaloide, ganze Wurzel und Diuretika
C02LA58	Rauwolfia-Alkaloide, ganze Wurzel und Diuretika, Kombinationen
L04AA43	Ravulizumab
J06BC02	Raxibacumab
A02BX14	Rebamipid
N06AX18	Reboxetin
C01EB21	Regadenoson
J06BD06	Regdanvimab
L01EX05	Regorafenib
L02BX04	Relugolix
H01CC54	Relugolix, Estradiol und Norethisteron
J05AB16	Remdesivir
N01AH06	Remifentanil
C09XA01	Remikiren
N05CD14	Remimazolam
N05AL04	Remoxiprid
A10BX02	Repaglinid
N05CA12	Reposal
R03AC15	Reproterol
R03CC14	Reproterol
R03AK05	Reproterol und Cromoglicinsäure, Dinatriumsalz
C02AA01	Rescinnamin
C02LA02	Rescinnamin und Diuretika
C02LA52	Rescinnamin und Diuretika, Kombinationen mit anderen Mitteln
C02AA02	Reserpin
N05AX25	Reserpin
C02AA52	Reserpin, Kombinationen
C02LA01	Reserpin und Diuretika
C02LA51	Reserpin und Diuretika, Kombinationen mit anderen Mitteln
C02LA71	Reserpin und Diuretika, Kombinationen mit Psycholeptika
R03DX08	Reslizumab
D10AX02	Resorcin
S01AX06	Resorcin
D10AX52	Resorcin, Kombinationen
D06AX13	Retapamulin
B01AD07	Reteplase
L01FF10	Retifanlimab
N03AX21	Retigabin
D10AD02	Retinol
R01AX02	Retinol
S01XA02	Retinol
A11JA01	Retinol, Kombinationen
D10AD52	Retinol, Kombinationen
S01XA52	Retinol, Kombinationen
A11CB02	Retinol und Colecalciferol
A11CA01	Retinol (Vitamin A)
R03BB08	Revefenacin
B01AB08	Reviparin
V70XA01	Rezepturen (auch Rezeptursubstanzen ungemischt)
G02CP04	Rhapontikrhabarberwurzel
G02CP54	Rhapontikrhabarberwurzel, Kombinationen
V10BX03	(186Re)Rheniumetidronat
V10AX05	(186Re)Rheniumsulfidkolloid
J05AP01	Ribavirin
L01EF02	Ribociclib
S01XA26	Riboflavin
A11HA04	Riboflavin (Vitamin B2)
M09AX24	Ribonucleinsäuren
J01GB10	Ribostamycin
L01EG03	Ridaforolimus
J04AB04	Rifabutin
J04AB02	Rifampicin
J04AM07	Rifampicin, Ethambutol und Isoniazid
J04AM06	Rifampicin, Pyrazinamid, Ethambutol und Isoniazid
J04AM05	Rifampicin, Pyrazinamid und Isoniazid
J04AM02	Rifampicin und Isoniazid
A07AA13	Rifamycin
D06AX15	Rifamycin
J04AB03	Rifamycin
S01AA16	Rifamycin
S02AA12	Rifamycin
J04AB05	Rifapentin
A07AA11	Rifaximin
D06AX11	Rifaximin
C02AC06	Rilmenidin
L04AC04	Rilonacept
J05AG05	Rilpivirin
N07XX02	Riluzol
J05AC02	Rimantadin
N02BG02	Rimazolium
N02CD06	Rimegepant
H02AB12	Rimexolon
S01BA13	Rimexolon
R03AC05	Rimiterol
A08AX01	Rimonabant
D03AP02	Ringelblumenblüten
D03AP52	Ringelblumenblüten, Kombinationen
B05BB14	Ringeracetatlösung
B05BB13	Ringerlactatlösung
B05BB12	Ringerlösung
C02KX05	Riociguat
S01EX07	Ripasudil
L01EX19	Ripretinib
L04AC18	Risankizumab
M09AX10	Risdiplam
M05BA07	Risedronsäure
M05BB04	Risedronsäure, Calcium und Colecalciferol, Sequenzialpräparate
M05BB02	Risedronsäure und Calcium, Sequenzialpräparate
M05BB07	Risedronsäure und Colecalciferol
N05AX08	Risperidon
R01AX05	Ritiometan
G02CA01	Ritodrin
J05AE03	Ritonavir
L01FA01	Rituximab
B01AF01	Rivaroxaban
N06DA03	Rivastigmin
N02CC04	Rizatriptan
A06AB05	Rizinusöl
L01EB05	Rociletinib
A03AA06	Rociverin
M03AC09	Rocuroniumbromid
M01AH02	Rofecoxib
R03DX07	Roflumilast
J01FA12	Rokitamycin
A04AD14	Rolapitant
J01AA09	Rolitetracyclin
L01XH02	Romidepsin
B02BX04	Romiplostim
M05BX06	Romosozumab
C10AB07	Ronifibrat
L03AB15	Ropeginterferon alfa-2b
N04BC04	Ropinirol
N01BB09	Ropivacain
L03AX02	Roquinimex
A10BG02	Rosiglitazon
M02AP09	Rosmarinöl
M02BP03	Rosmarinöl
M02AP59	Rosmarinöl, Kombinationen
M02BP53	Rosmarinöl, Kombinationen
J01MB01	Rosoxacin
C05BP01	Rosskastaniensamen
C05CP01	Rosskastaniensamen
C05AP52	Rosskastaniensamen, Kombinationen
C05BP51	Rosskastaniensamen, Kombinationen
C05CP51	Rosskastaniensamen, Kombinationen
C10AA07	Rosuvastatin
C10BX07	Rosuvastatin, Amlodipin und Lisinopril
C10BX14	Rosuvastatin, Amlodipin und Perindopril
C10BX13	Rosuvastatin, Perindopril und Indapamid
C10BX05	Rosuvastatin und Acetylsalicylsäure
C10BX09	Rosuvastatin und Amlodipin
C10BA06	Rosuvastatin und Ezetimib
C10BA09	Rosuvastatin und Fenofibrat
C10BX16	Rosuvastatin und Fimasartan
C10BA07	Rosuvastatin und Omega-3-Fettsäuren
C10BX17	Rosuvastatin und Ramipril
C10BX10	Rosuvastatin und Valsartan
J07BH01	Rotavirus, lebend abgeschwächt
J07BH02	Rotavirus, pentavalent, lebend, Reassortanten
J07BJ51	Röteln, Kombinationen mit Mumps, lebend abgeschwächt
J07BJ01	Röteln, lebend abgeschwächt
J06BB06	Röteln-Immunglobulin
N04BC09	Rotigotin
B03XA05	Roxadustat
A02BA06	Roxatidin
J01FA06	Roxithromycin
V09GX04	(82Rb)Rubidiumchlorid
L01XK03	Rucaparib
N03AF03	Rufinamid
J01MA10	Rufloxacin
R06AX28	Rupatadin
B02BD38	Rurioctocog alfa pegol
C05AX06	Ruscogenin
C05CA51	Rutosid, Kombinationen
C05CA01	Rutoside
D11AH09	Ruxolitinib
L01EJ01	Ruxolitinib
G04CH01	Sabal serrulatum
G04CX02	Sabalis serrulatae fructus*
L01FX19	Sabatolimab
A07FA02	Saccharomyces boulardii
A07FA52	Saccharomyces boulardii, Kombinationen
L01FX17	Sacituzumab govitecan
A16AB06	Sacrosidase
N04BD03	Safinamid
G04CP06	Sägepalmenfrüchte
G04CP56	Sägepalmenfrüchte, Kombinationen
A01AP03	Salbeiblätter
D06BP02	Salbeiblätter
D11AA09	Salbeiblätter
D11AA59	Salbeiblätter, Kombinationen
R03AC02	Salbutamol
R03CC02	Salbutamol
R03AK13	Salbutamol und Beclometason
R03AK04	Salbutamol und Cromoglicinsäure, Dinatriumsalz
R03AL02	Salbutamol und Ipratropiumbromid
N02BA05	Salicylamid
R05XA09	Salicylamid, Kombinationen
N02BA55	Salicylamid, Kombinationen exkl. Psycholeptika
N02BA75	Salicylamid, Kombinationen mit Psycholeptika
M01BA06	Salicylamid und Corticosteroide
S02DA06	Salicylate
A01AD71	Salicylate, Kombinationen
D01AE12	Salicylsäure
D02AF01	Salicylsäure
D10AX11	Salicylsäure
D11AF01	Salicylsäure
S01BC08	Salicylsäure
D01AE62	Salicylsäure, Kombinationen
D05AX56	Salicylsäure, Kombinationen
D10AX61	Salicylsäure, Kombinationen
D11AF51	Salicylsäure, Kombinationen
M02AC57	Salicylsäure, Kombinationen
M02BB56	Salicylsäure, Kombinationen
R03AC12	Salmeterol
R03AK12	Salmeterol und Budesonid
R03AK06	Salmeterol und Fluticason
D11AF52	Salpetersäure, Kombinationen
N02BA06	Salsalat
A09AB03	Salzsäure
B05XA13	Salzsäure
V10AX02	(153Sm)Samariumhydroxyapatitkolloid
V10BX02	Samarium(153Sm)lexidronam
A16AX07	Sapropterin
J05AE01	Saquinavir
J01AA14	Sarecyclin
L03AA09	Sargramostim
L04AC14	Sarilumab
B01AD08	Saruplase
C07AB11	S-Atenolol
L04AC19	Satralizumab
L01XA04	Satraplatin
D03AX17	Sauermolkekonzentrat
V03AN01	Sauerstoff
A10BH03	Saxagliptin
A10BD21	Saxagliptin und Dapagliflozin
C03XP01	Schachtelhalmkraut
G02CP07	Schafgarbenkraut
V01AA04	Schimmel- und Hefepilze
J06AA03	Schlangengift-Antiserum
A03PP02	Schöllkraut
V04BA07	Schwangerschaftstest
A05AP01	Schwarzrettichwurzel
D10AB02	Schwefel
M09AX22	Schwefel
M02BX55	Schwefel, Kombinationen
D02AX05	Schwefel-haltige Mittel
D11AC08	Schwefel-haltige Verbindungen
D11AC58	Schwefel-haltige Verbindungen, Kombinationen
V08DA05	Schwefelhexafluorid, Phospholipid-Mikrosphären
A04AD01	Scopolamin
N05CM05	Scopolamin
S01FA02	Scopolamin
A04AD51	Scopolamin, Kombinationen
A16AB14	Sebelipase alfa
P01AB07	Secnidazol
N05CA06	Secobarbital
L04AC10	Secukinumab
V04CK01	Sekretin
N04BD01	Selegilin
D01AE13	Selendisulfid
D11AC03	Selen-haltige Verbindungen
A12CH02	Selen-haltige Zubereitungen
D04AA33	Diphenhydraminmethylbromid
A07DA01	Diphenoxylat
A07DA51	Diphenoxylat, Kombinationen
D04AA39	Diphenylpyralin
R01AX11	Diphenylpyralin
R06AA07	Diphenylpyralin
R06AA57	Diphenylpyralin, Kombinationen
J06AA01	Diphtherie-Antitoxin
J07CA06	Diphtherie-Haemophilus influenzae 
J07CA09	Diphtherie-Haemophilus influenzae 
J07CA11	Diphtherie-Haemophilus influenzae 
J07CA13	Diphtherie-Haemophilus influenzae 
J07CA05	Diphtherie-Hepatitis B-Pertussis-Tetanus
J07CA07	Diphtherie-Hepatitis B-Tetanus
J06BB10	Diphtherie-Immunglobulin
J07CA02	Diphtherie-Pertussis-Poliomyelitis-Tetanus
J07CA12	Diphtherie-Pertussis-Poliomyelitis-Tetanus-Hepatitis B
J07CA01	Diphtherie-Poliomyelitis-Tetanus
J07CA03	Diphtherie-Röteln-Tetanus
J07AF01	Diphtherie-Toxoid
N05CX06	Dipiperonylaminoethanol, Kombinationen
A03AX33	Dipiproverin
S01EA02	Dipivefrin
S01EA52	Dipivefrin, Kombinationen
R03DA01	Diprophyllin
R03DA51	Diprophyllin, Kombinationen
R03DB01	Diprophyllin und Sympathomimetika
B01AC07	Dipyridamol
C01DX29	Dipyridamol
C01DX79	Dipyridamol, Kombinationen
B01AC36	Dipyridamol und Acetylsalicylsäure
N02BA09	Dipyrocetyl
N02BA59	Dipyrocetyl, Kombinationen exkl. Psycholeptika
N02BA79	Dipyrocetyl, Kombinationen mit Psycholeptika
M01BA02	Dipyrocetyl und Corticosteroide
J01FA13	Dirithromycin
L04AX09	Diroximelfumarat
C01BA03	Disopyramid
N01AX13	Distickstoffmonoxid
N01AX63	Distickstoffmonoxid, Kombinationen
N07AA03	Distigmin
N07BB01	Disulfiram
P03AA04	Disulfiram
P03AA54	Disulfiram, Kombinationen
B01AC01	Ditazol
D05AC01	Dithranol
D05AC51	Dithranol, Kombinationen
P03AA01	Dixanthogen
N05AB01	Dixyrazin
R03AA52	DL-Ephedrin, Kombinationen
V03AB43	DMPS
C01CA07	Dobutamin
L01CD02	Docetaxel
D06BB11	Docosanol
A06AA02	Docusat-Natrium
S02DC02	Docusat-Natrium
A06AG10	Docusat-Natrium, inkl. Kombinationen
D08AJ59	Dodecloniumbromid, Kombinationen
C01BD04	Dofetilid
A04AA04	Dolasetron
J05AJ03	Dolutegravir
J05AR21	Dolutegravir und Rilpivirin
R05CB08	Domiodol
A01AB06	Domiphen
A03FA03	Domperidon
N06DA02	Donepezil
N06DA53	Donepezil, Memantin und Ginkgo-biloba-Blätter-Trockenextrakt
N06DA52	Donepezil und Memantin
C01CA04	Dopamin
C01CA14	Dopexamin
J05AG06	Doravirin
J01DH04	Doripenem
R05CB13	Dornase alfa (Desoxyribonuclease)
S01EC03	Dorzolamid
L01FF07	Dostarlimab
N06AA16	Dosulepin
N06CA10	Dosulepin und Psycholeptika
M03AC07	Doxacuriumchlorid
R07AB01	Doxapram
C02CA04	Doxazosin
G04CA05	Doxazosin
G04CA55	Doxazosin und Finasterid
N05CD12	Doxefazepam
D04AX01	Doxepin
N06AA12	Doxepin
H05BX03	Doxercalciferol
R03DA11	Doxofyllin
L01DB01	Doxorubicin
A01AB22	Doxycyclin
J01AA02	Doxycyclin
R05GA01	Doxycyclin, Kombinationen
R05GB51	Doxycyclin, Kombinationen
R05GB01	Doxycyclin mit Ambroxol
N05CM27	Doxylamin
R06AA09	Doxylamin
A04AB56	Doxylamin, Kombinationen
R06AA59	Doxylamin, Kombinationen
M09AX04	Drisapersen
A03EA05	Drofenin, Kombinationen
A03DA12	Drofenin und Analgetika
A04AD10	Dronabinol
C01BD07	Dronedaron
N05AD08	Droperidol
R05DB19	Dropropizin
G03AC10	Drospirenon
G03AA18	Drospirenon und Estetrol
G03FA17	Drospirenon und Estrogen
G03AA12	Drospirenon und Ethinylestradiol
A03AD02	Drotaverin
B01AD10	Drotrecogin alfa (aktiviert)
M01AC04	Droxicam
C01CA27	Droxidopa
R05DB17	Droxypropin
A10BJ05	Dulaglutid
G04BX18	Duloxetin
N06AX21	Duloxetin
A06AA03	Dünnflüssiges Paraffin
D11AH05	Dupilumab
L01FF03	Durvalumab
G04CB02	Dutasterid
L01EM04	Duvelisib
N01BX02	Dyclonin
R02AD04	Dyclonin
G03DB01	Dydrogesteron
G03FA14	Dydrogesteron und Estrogen
G03FB08	Dydrogesteron und Estrogen
V10AX03	(165Dy)Dysprosiumkolloid
R06AX22	Ebastin
D01AC17	Eberconazol
J07BX02	Ebola-Impfstoffe
B06AC03	Ecallantid
D03AH02	Echinacea
L03AH02	Echinacea angustifolia
R05XH51	Echinacea angustifolia, Kombinationen
L03AH01	Echinacea purpurea
L03AP03	Echinacea-angustifolia-Wurzel und -Kraut
L03AP53	Echinacea-angustifolia-Wurzel und -Kraut, Kombinationen
D03AP07	Echinaceakraut
D03AP57	Echinaceakraut, Kombinationen
L03AP02	Echinacea-pallida-Wurzel
L03AP52	Echinacea-pallida-Wurzel, Kombinationen
L03AP01	Echinacea-purpurea-Presssaft
R01AP02	Echinacea-purpurea-Presssaft
R05XP01	Echinacea-purpurea-Presssaft
L03AP51	Echinacea-purpurea-Presssaft, Kombinationen
D01AC03	Econazol
G01AF05	Econazol
D01AC53	Econazol, Kombinationen
G01AF55	Econazol, Kombinationen
S01EB03	Ecothiopat
L04AA25	Eculizumab
N07XX14	Edaravon
V03AB03	Edetate
B01AF03	Edoxaban
D06BB09	Edoxudin
L01FX01	Edrecolomab
V04CX07	Edrophonium
L04AA21	Efalizumab
L01XD06	Efaproxiral
J05AG03	Efavirenz
R05CP02	Efeublätter
L04AA58	Efgartigimod alfa
D01AC19	Efinaconazol
D11AX16	Eflornithin
P01CX03	Eflornithin
C01DX13	Efloxat
B02BD32	Efmoroctocog alfa
B02BD34	Eftrenonacog alfa
R05DP05	Eibischwurzel und -blätter
A07XP03	Eichenrinde
A02AD01	Einfache Salzkombinationen**
A02AF02	Einfache Salzkombinationen und Karminativa
B03AE02	Eisen, Multivitamine und Folsäure
B03AE04	Eisen, Multivitamine und Mineralstoffe
B03AE03	Eisen und Multivitamine
B03AE01	Eisen, Vitamin B12 und Folsäure
B03AD01	Eisen-Aminosäure-Komplex und Folsäure
B03AA10	Eisen(II)ascorbat
B03AA09	Eisen(II)aspartat
B03AA04	Eisen(II)carbonat
B03AA05	Eisen(II)chlorid
B03AA02	Eisen(II)fumarat
B03AD02	Eisen(II)fumarat und Folsäure
B03AA03	Eisen(II)gluconat
B03AD05	Eisen(II)gluconat und Folsäure
B03AA01	Eisen(II)glycinsulfat
B03AD06	Eisen(II)glycinsulfat und Folsäure
B03AB08	Eisen(III)acetyltransferrin
V03AE08	Eisen(III)citrat
V09XX04	(59Fe)Eisen(III)citrat
B03AC08	Eisen(III)-Derisomaltose
V03AB31	Eisen(III)hexacyanoferrat(II)
B03AB04	Eisen(III)hydroxid
B03AC06	Eisen(III)hydroxid-Dextran-Komplex
B03AB05	Eisen(III)hydroxid-Polymaltose-Komplex
B03AC01	Eisen(III)hydroxid-Polymaltose-Komplex
B03AD04	Eisen(III)hydroxid-Polymaltose-Komplex und Folsäure
B03AB10	Eisen(III)-maltol
B03AB01	Eisen(III)natriumcitrat
B03AC07	Eisen(III)natrium-Gluconat-Komplex
B03AA11	Eisen(II)iodat
V03AE05	Eisen(III)oxidhydroxid-Saccharose-Stärke-Komplex
B03AB02	Eisen(III)oxid-Saccharose-Komplex
B03AC02	Eisen(III)oxid-Saccharose-Komplex
B03AB09	Eisen(III)proteinsuccinylat
B03AC05	Eisen(III)sorbit-Gluconsäure-Komplex
B03AC03	Eisen(III)sorbit-Zitronensäure-Komplex
B03AA12	Eisen(II)natriumcitrat
B03AA13	Eisen(II)polystyrol-sulfonat
B03AA06	Eisen(II)succinat
B03AA07	Eisen(II)sulfat
B03AD03	Eisen(II)sulfat und Folsäure
B03AA08	Eisen(II)tartrat
V08CB03	Eisenoxid, Nanopartikel
H01CC03	Elagolix
L03AX21	Elapegademase
J05AP10	Elbasvir
J05AP54	Elbasvir und Grazoprevir
H05BA04	Elcatonin
B05BB01	Elektrolyte
B05BB04	Elektrolyte in Kombination mit anderen Mitteln
B05XA31	Elektrolyte in Kombination mit anderen Mitteln
B05BB02	Elektrolyte mit Kohlenhydraten
A07CA50	Elektrolyte zur oralen Rehydrierung, Kombinationen
N02CC06	Eletriptan
A13AP01	Eleutherococcuswurzel
A16AX10	Eliglustat
A16AX21	Elivaldogen autotemcel
A06AX09	Elobixibat
A16AB12	Elosulfase alfa
L01FX08	Elotuzumab
B02BX05	Eltrombopag
A07DA06	Eluxadolin
J05AJ02	Elvitegravir
L04AA39	Emapalumab
S01GX06	Emedastin
G04BD01	Emepronium
N05CX05	Emepronium, Kombinationen
A03CA30	Emepronium und Psycholeptika
P01AX02	Emetin
P01AX52	Emetin, Kombinationen
B02BX06	Emicizumab
A10BK03	Empagliflozin
L03AA16	Empegfilgrastim
R01AX28	Emser Salz
R02AX09	Emser Salz
R04AX01	Emser Salz
R05CA22	Emser Salz
R02AX59	Emser Salz, Kombinationen
J05AF09	Emtricitabin
J05AR22	Emtricitabin, Tenofoviralafenamid, Darunavir und Cobicistat
J05AR18	Emtricitabin, Tenofoviralafenamid, Elvitegravir und Cobicistat
J05AR20	Emtricitabin, Tenofoviralafenamid und Bictegravir
J05AR19	Emtricitabin, Tenofoviralafenamid und Rilpivirin
J05AR09	Emtricitabin, Tenofovirdisoproxil, Elvitegravir und Cobicistat
J05AR06	Emtricitabin, Tenofovirdisoproxil und Efavirenz
J05AR08	Emtricitabin, Tenofovirdisoproxil und Rilpivirin
J05AR17	Emtricitabin und Tenofoviralafenamid
N05BC03	Emylcamat
C09AA02	Enalapril
C09BA02	Enalapril und Diuretika
C09BA22	Enalapril und Hydrochlorothiazid
C09BB02	Enalapril und Lercanidipin
C09BB06	Enalapril und Nitrendipin
L01XX59	Enasidenib
C01BC08	Encainid
J07BA02	Encephalitis, japanische, inaktiviert, ganzes Virus
J07BA03	Encephalitis, japanische, lebend abgeschwächt
L01EC03	Encorafenib
C02DB03	Endralazin
N01AB04	Enfluran
L01FX13	Enfortumab vedotin
J05AX07	Enfuvirtid
J05AX17	Enisamiumiodid
J01MA04	Enoxacin
B01AB05	Enoxaparin
C01CE03	Enoximon
D03AX10	Enoxolon
A02BB02	Enprostil
N04BX02	Entacapon
J05AF10	Entecavir
J07AX53	Enterobacteriaceae Stämme, Kombinationen
L03AG01	Enterococcus faecalis
L03AG51	Enterococcus, Kombinationen
L01XH05	Entinostat
L01EX14	Entrectinib
J04AB06	Enviomycin
L02BB04	Enzalutamid
A09AP03	Enzianwurzel
A09AA50	Enzyme, Kombinationen
M01BX01	Enzyme, Kombinationen
R05XC01	Enzym-haltige Kombinationen
D08AX02	Eosin
L01XX58	Epacadostat
C07AB10	Epanolol
M03BX09	Eperison
C01CA26	Ephedrin
C01CB01	Ephedrin
R01AA03	Ephedrin
R01AB05	Ephedrin
R03CA02	Ephedrin
S01FB02	Ephedrin
A08AA56	Ephedrin, Kombinationen
C01CB51	Ephedrin, Kombinationen
R03CA52	Ephedrin, Kombinationen
J01CA07	Epicillin
G03GB03	Epimestrol
R06AX24	Epinastin
S01GX10	Epinastin
A01AD01	Epinephrin
B02BC09	Epinephrin
C01CA24	Epinephrin
R01AA14	Epinephrin
R01AB12	Epinephrin
R03AA01	Epinephrin
S01EA01	Epinephrin
R03AA51	Epinephrin, Kombinationen
R03CA51	Epinephrin, Kombinationen
S01EA51	Epinephrin, Kombinationen
R03AK01	Epinephrin und andere Mittel bei obstruktiven 
L01DB03	Epirubicin
C03EA03	Epitizid und Kalium sparende Mittel
C03DA04	Eplerenon
B03XA11	Epoetin delta
A05BA05	Epomediol
B01AC09	Epoprostenol
R05CB04	Eprazinon
C09CA02	Eprosartan
C09DA02	Eprosartan und Diuretika
C09DA22	Eprosartan und Hydrochlorothiazid
R03DX02	Eprozinol
B02BD37	Eptacog alfa (aktiviert)
B01AC16	Eptifibatid
N02CD05	Eptinezumab
M05BC02	Eptotermin alfa
J01AA13	Eravacyclin
V10AX04	(169Er)Erbiumcitratkolloid
L01EN01	Erdafitinib
D11AB06	Erdnussöl
D11AB56	Erdnussöl, Kombinationen
R05CB15	Erdostein
A05AP04	Erdrauchkraut
N02CD01	Erenumab
A11CC01	Ergocalciferol
C04AE01	Ergoloidmesylat
C04AE51	Ergoloidmesylat, Kombinationen
G02AB03	Ergometrin
N02CA02	Ergotamin
N02CA52	Ergotamin, Kombinationen exkl. Psycholeptika
N02CA72	Ergotamin, Kombinationen mit Psycholeptika
L01XX41	Eribulin
L01EB02	Erlotinib
J01DH03	Ertapenem
A10BK04	Ertugliflozin
C01DA13	Erythrityltetranitrat
C01DA63	Erythrityltetranitrat, Kombinationen
D10AF02	Erythromycin
J01FA01	Erythromycin
S01AA17	Erythromycin
D10AF52	Erythromycin, Kombinationen
R05GB07	Erythromycin, Kombinationen
J01FA21	Erythromycinstinoprat
B03XA01	Erythropoietin
B05AX01	Erythrozyten
B05AX41	Erythrozyten ohne Pharmazentralnummer
A07FA06	Escherichia coli
G04BX20	Escherichia coli
