code	dignität	name	histologie	group
8522/3	3	Invasives duktales und lobuläres Karzinom C50.-	8522	03
8522/6	6		8522	03
8522/9	9		8522	03
8523/0	0		8523	03
8523/1	1		8523	03
8523/2	2	Invasives duktales Karzinom gemischt mit anderen Karzinom-Typen, in-situ	8523	03
8523/3	3	Invasives duktales Karzinom gemischt mit anderen Karzinom-Typen C50.-	8523	03
8523/6	6		8523	03
8523/9	9		8523	03
8524/0	0		8524	03
8524/1	1		8524	03
8524/2	2	Invasives lobuläres Karzinom gemischt mit anderen Karzinom-Typen, in-situ	8524	03
8524/3	3	Invasives lobuläres Karzinom gemischt mit anderen Karzinom-Typen C50.-	8524	03
8524/6	6		8524	03
8524/9	9		8524	03
8525/0	0		8525	03
8525/1	1		8525	03
8525/2	2		8525	03
8525/3	3	Polymorphes Low-grade-Adenokarzinom	8525	03
8525/6	6		8525	03
8525/9	9		8525	03
8530/0	0		8530	03
8530/1	1	Inflammatorisches Karzinom, unsicherer Charakter	8530	03
8530/2	2		8530	03
8530/3	3	Inflammatorisches Karzinom C50.-	8530	03
8530/6	6		8530	03
8530/9	9		8530	03
8540/0	0		8540	03
8540/1	1		8540	03
8540/2	2	M. Paget der Brust, in-situ	8540	03
8540/3	3	M. Paget der Brust C50.-	8540	03
8540/6	6		8540	03
8540/9	9		8540	03
8541/0	0		8541	03
8541/1	1		8541	03
8541/2	2	M. Paget mit invasivem duktalem Karzinom, in-situ	8541	03
8541/3	3	M. Paget mit invasivem duktalem Karzinom C50.-	8541	03
8541/6	6		8541	03
8541/9	9		8541	03
8542/0	0		8542	03
8542/1	1		8542	03
8542/2	2	Extramammärer M. Paget (Exkl. M. Paget des Knochens), in-situ	8542	03
8542/3	3	Extramammärer M. Paget   Exkl. M. Paget des Knochens	8542	03
8542/6	6		8542	03
8542/9	9		8542	03
8543/0	0		8543	03
8543/1	1		8543	03
8543/2	2	M. Paget mit nichtinvasivem intraduktalem Karzinom, in-situ	8543	03
8543/3	3	M. Paget mit nichtinvasivem intraduktalem Karzinom C50.-	8543	03
8543/6	6		8543	03
8543/9	9		8543	03
8550/0	0	Azinarzelladenom	8550	03
8550/1	1	Azinarzelltumor	8550	03
8550/2	2		8550	03
8550/3	3	Azinuszellkarzinom	8550	03
8550/6	6		8550	03
8550/9	9		8550	03
8551/0	0		8551	03
8551/1	1		8551	03
8551/2	2		8551	03
8551/3	3	Azinuszell-Zystadenokarzinom	8551	03
8551/6	6		8551	03
8551/9	9		8551	03
8552/0	0		8552	03
8552/1	1		8552	03
8552/2	2		8552	03
8552/3	3		8552	03
8552/6	6		8552	03
8552/9	9		8552	03
8560/0	0	Gemischtes squamös-glanduläres Papillom	8560	04
8560/1	1	Adenosquamöses Karzinom, unsicherer Charakter	8560	04
8560/2	2	Adenosquamöses Karzinom, in-situ	8560	04
8560/3	3	Adenosquamöses Karzinom	8560	04
8560/6	6		8560	04
8560/9	9		8560	04
8561/0	0	Adenolymphom C07.-C08.-	8561	04
8561/1	1		8561	04
8561/2	2		8561	04
8561/3	3	Adenolymphom, bösartig	8561	04
8561/6	6		8561	04
8561/9	9		8561	04
8562/0	0		8562	04
8562/1	1		8562	04
8562/2	2		8562	04
8562/3	3	Epithelial-myoepitheliales Karzinom	8562	04
8562/6	6		8562	04
8562/9	9		8562	04
8563/0	0		8563	04
8570/0	0		8570	03
8570/1	1		8570	03
8570/2	2		8570	03
8570/3	3	Adenokarzinom mit Plattenepithelmetaplasie	8570	03
8570/6	6		8570	03
8570/9	9		8570	03
8571/0	0		8571	03
8571/1	1		8571	03
8571/2	2		8571	03
8571/3	3	Adenokarzinom mit Knorpel- und Knochenmetaplasie	8571	03
8571/6	6		8571	03
8571/9	9		8571	03
8572/0	0		8572	03
8572/1	1		8572	03
8572/2	2		8572	03
8572/3	3	Adenokarzinom mit Spindelzellmetaplasie	8572	03
8572/6	6		8572	03
8572/9	9		8572	03
8573/0	0		8573	03
8573/1	1		8573	03
8573/2	2	Adenokarzinom mit apokriner Metaplasie, in-situ	8573	03
8573/3	3	Adenokarzinom mit apokriner Metaplasie	8573	03
8573/6	6		8573	03
8573/9	9		8573	03
8574/0	0		8574	03
8574/1	1		8574	03
8574/2	2		8574	03
8574/3	3	Adenokarzinom mit neuroendokriner Differenzierung	8574	03
8574/6	6		8574	03
8574/9	9		8574	03
8575/0	0		8575	03
8575/1	1	Metaplastisches Karzinom o.n.A., unsicherer Charakter	8575	03
8575/2	2		8575	03
8575/3	3	Metaplastisches Karzinom o.n.A.	8575	03
8575/6	6		8575	03
8575/9	9		8575	03
8576/0	0		8576	03
8576/1	1		8576	03
8576/2	2		8576	03
8576/3	3	Hepatoides Adenokarzinom	8576	03
8576/6	6		8576	03
8576/9	9		8576	03
8580/0	0	Benignes Thymom C37.9	8580	04
9982/1	1	Refraktäre Anämie mit Sideroblasten, unsicherer Charakter	9982	08
9982/2	2		9982	08
9982/3	3	Refraktäre Anämie mit Sideroblasten	9982	08
9970/1	1	Lymphoproliferative Erkrankung o.n.A.	9970	14
9970/2	2		9970	14
9970/3	3	Lymphoproliferative Erkrankung o.n.A., bösartig	9970	14
9975/0	0		9975	14
9975/1	1	Myeloproliferative Krankheit o.n.A.	9975	14
9975/2	2		9975	14
9975/3	3	Myeloproliferative Krankheit o.n.A., bösartig	9975	14
9975/6	6		9975	14
9975/9	9		9975	14
9980/0	0		9980	08
9980/1	1	Refraktäre Anämie, unsicherer Charakter	9980	08
9980/2	2		9980	08
9980/3	3	Refraktäre Anämie	9980	08
9980/6	6		9980	08
9980/9	9		9980	08
9981/0	0		9981	08
9981/1	1		9981	08
9981/2	2		9981	08
9981/3	3		9981	08
9981/6	6		9981	08
9981/9	9		9981	08
9982/0	0		9982	08
9982/6	6		9982	08
9982/9	9		9982	08
9983/0	0		9983	08
9983/1	1	Refraktäre Anämie mit Blastenüberschuss, unsicherer Charakter	9983	08
9983/2	2		9983	08
9983/3	3	Refraktäre Anämie mit Blastenüberschuss	9983	08
9983/6	6		9983	08
9983/9	9		9983	08
9984/0	0		9984	08
9984/1	1	Refraktäre Anämie mit Blastenüberschuss in Transformation obs., unsicherer Charakter	9984	08
9984/2	2		9984	08
9984/3	3	Refraktäre Anämie mit Blastenüberschuss in Transformation	9984	08
9984/6	6		9984	08
9984/9	9		9984	08
9985/0	0		9985	08
9985/1	1		9985	08
9985/2	2		9985	08
9985/3	3	Refraktäre Zytopenie mit Mehrlinien-Dysplasie	9985	08
9985/6	6		9985	08
9985/9	9		9985	08
9986/0	0		9986	08
9986/1	1		9986	08
9986/2	2		9986	08
9986/3	3	Myelodysplastisches Syndrom mit 5q-Deletion (5q-)	9986	08
9986/6	6		9986	08
9986/9	9		9986	08
9987/0	0		9987	08
9987/1	1		9987	08
9987/2	2		9987	08
9987/3	3	Therapiebedingtes myelodysplastisches Syndrom o.n.A.	9987	08
9987/6	6		9987	08
9987/9	9		9987	08
9989/0	0		9989	14
9989/1	1	Myelodysplastisches Syndrom, unsicherer Charakter 	9989	14
9989/2	2		9989	14
9989/3	3	Myelodysplastisches Syndrom o.n.A.	9989	14
9989/6	6		9989	14
9989/9	9		9989	14
9990/0	0		9990	14
9990/1	1		9990	14
9990/2	2		9990	14
9990/3	3		9990	14
9990/6	6		9990	14
9990/9	9		9990	14
9991/0	0		9991	14
9991/1	1		9991	14
9991/2	2		9991	14
9991/3	3		9991	14
9991/6	6		9991	14
9991/9	9		9991	14
9992/0	0		9992	14
9992/1	1		9992	14
9992/2	2		9992	14
9992/3	3		9992	14
9992/6	6		9992	14
9992/9	9		9992	14
9993/3	3		9993	14
9993/6	6		9993	14
9940/9	9		9940	09
9941/0	0		9941	14
9941/1	1		9941	14
9941/2	2		9941	14
9941/3	3		9941	14
9941/6	6		9941	14
9941/9	9		9941	14
9948/9	9		9948	10
9950/0	0		9950	08
9950/1	1	Polycythaemia vera, unsicherer Charakter	9950	08
9950/2	2		9950	08
9950/3	3	Polycythaemia vera	9950	08
9950/6	6		9950	08
9950/9	9		9950	08
9951/0	0		9951	14
9951/1	1		9951	14
9951/2	2		9951	14
9951/3	3		9951	14
9951/6	6		9951	14
9951/9	9		9951	14
9960/0	0		9960	14
9960/1	1	Chronische myeloproliferative Erkrankung (CMPE) o.n.A., unsicherer Charakter	9960	14
9960/2	2		9960	14
9960/3	3	Chronische myeloproliferative Erkrankung (CMPE) o.n.A.	9960	14
9960/6	6		9960	14
9960/9	9		9960	14
9961/0	0		9961	08
9961/1	1	Myelosklerose mit myeloider Metaplasie, unsicherer Charakter	9961	08
9961/2	2		9961	08
9961/3	3	Myelosklerose mit myeloider Metaplasie	9961	08
9961/6	6		9961	08
9961/9	9		9961	08
9962/0	0		9962	08
9962/1	1	Essentielle Thrombozythämie, unsicherer Charakter	9962	08
9962/2	2	Essentielle Thrombozythämie, in-situ	9962	08
9962/3	3	Essentielle Thrombozythämie	9962	08
9962/6	6		9962	08
9962/9	9		9962	08
9963/0	0		9963	08
9963/1	1		9963	08
9963/2	2		9963	08
9963/3	3	Chronische Neutrophilen-Leukämie	9963	08
9963/6	6		9963	08
9963/9	9		9963	08
9964/0	0		9964	08
9964/1	1		9964	08
9964/2	2		9964	08
9964/3	3	Hypereosinophilie-Syndrom	9964	08
9964/6	6		9964	08
9964/9	9		9964	08
9965/0	0		9965	14
9965/1	1		9965	14
9965/2	2		9965	14
9965/3	3		9965	14
9965/6	6		9965	14
9965/9	9		9965	14
9966/0	0		9966	08
9966/1	1		9966	08
9966/2	2		9966	08
9966/3	3		9966	08
9966/6	6		9966	08
9966/9	9		9966	08
9967/0	0		9967	14
9967/1	1		9967	14
9967/2	2		9967	14
9967/3	3		9967	14
9967/6	6		9967	14
9967/9	9		9967	14
9968/3	3		9968	14
9968/6	6		9968	14
9970/0	0		9970	14
9970/6	6		9970	14
9970/9	9		9970	14
9971/0	0		9971	14
9971/1	1		9971	14
9971/2	2		9971	14
9971/3	3		9971	14
9971/6	6		9971	14
9971/9	9		9971	14
9972/0	0		9972	14
9972/1	1		9972	14
9972/2	2		9972	14
9972/3	3		9972	14
9972/6	6		9972	14
9972/9	9		9972	14
9894/0	0		9894	08
9894/1	1		9894	08
9894/2	2		9894	08
9894/3	3		9894	08
9894/6	6		9894	08
9894/9	9		9894	08
9895/0	0		9895	08
9895/1	1		9895	08
9895/2	2		9895	08
9895/3	3	Akute myeloische Leukämie mit Dysplasie mehrerer Zellinien	9895	08
9895/6	6		9895	08
9895/9	9		9895	08
9896/0	0		9896	08
9896/1	1		9896	08
9896/2	2		9896	08
9896/3	3	Akute myeloische Leukämie, t(8,21)(q22,q22)    	9896	08
9896/6	6		9896	08
9896/9	9		9896	08
9900/0	0		9900	08
9900/1	1		9900	08
9900/2	2		9900	08
9900/3	3		9900	08
9900/6	6		9900	08
9900/9	9		9900	08
9910/0	0		9910	08
9910/1	1	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	9910	08
9910/2	2		9910	08
9910/3	3	Akute Megakaryoblastenleukämie	9910	08
9910/6	6		9910	08
9910/9	9		9910	08
9911/0	0		9911	08
9911/1	1		9911	08
9911/2	2		9911	08
9911/3	3		9911	08
9911/6	6		9911	08
9911/9	9		9911	08
9912/3	3		9912	14
9912/6	6		9912	14
9920/0	0		9920	08
9920/1	1		9920	08
9920/2	2		9920	08
9920/3	3	Akute myeloische Leukämie infolge Therapie o.n.A.	9920	08
9920/6	6		9920	08
9920/9	9		9920	08
9930/0	0		9930	08
9930/1	1		9930	08
9930/2	2		9930	08
9930/3	3	Myelosarkom  (S.a. 9861/3)	9930	08
9930/6	6		9930	08
9930/9	9		9930	08
9931/0	0		9931	08
9931/1	1		9931	08
9931/2	2		9931	08
9931/3	3	Akute Panmyelose mit Myelofibrose C42.1	9931	08
9931/6	6		9931	08
9931/9	9		9931	08
9932/0	0		9932	14
9932/1	1		9932	14
9932/2	2		9932	14
9932/3	3		9932	14
9932/6	6		9932	14
9932/9	9		9932	14
9940/0	0		9940	09
9940/1	1	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	9940	09
9940/2	2		9940	09
9940/3	3	Haarzell-Leukämie C42.1	9940	09
9940/6	6		9940	09
9945/0	0		9945	08
9945/1	1		9945	08
9945/2	2		9945	08
9945/3	3	Chronische myelomonozytäre Leukämie o.n.A.	9945	08
9945/6	6		9945	08
9945/9	9		9945	08
9946/0	0		9946	08
9946/1	1		9946	08
9946/2	2		9946	08
9946/3	3	Juvenile myelomonozytäre Leukämie	9946	08
9946/6	6		9946	08
9946/9	9		9946	08
9948/0	0		9948	10
9948/1	1		9948	10
9948/2	2		9948	10
9948/3	3	Aggressive NK-Zell-Leukämie	9948	10
9948/6	6		9948	10
9869/9	9		9869	08
9870/0	0		9870	08
9870/1	1		9870	08
9870/2	2		9870	08
9870/3	3	Akute Basophilenleukämie	9870	08
9870/6	6		9870	08
9870/9	9		9870	08
9871/0	0		9871	08
9871/1	1		9871	08
9871/2	2		9871	08
9871/3	3	Akute myelomonozytäre Leukämie mit Eosinophilie    (Einschließlich aller Varianten)	9871	08
9871/6	6		9871	08
9871/9	9		9871	08
9872/0	0		9872	08
9872/1	1		9872	08
9872/2	2		9872	08
9872/3	3	Akute myeloische Leukämie mit minimaler Ausreifung	9872	08
9872/6	6		9872	08
9872/9	9		9872	08
9873/0	0		9873	08
9873/1	1		9873	08
9874/3	3	Akute myeloische Leukämie mit Ausreifung	9874	08
9874/6	6		9874	08
9874/9	9		9874	08
9875/0	0		9875	08
9875/1	1		9875	08
9875/2	2		9875	08
9875/3	3	Chronische myeloische Leukämie, BCR/ABL positiv	9875	08
9875/6	6		9875	08
9875/9	9		9875	08
9876/0	0		9876	08
9876/1	1		9876	08
9876/2	2		9876	08
9876/3	3	Atypische chronische myeloische Leukämie, BCR/ABL negativ	9876	08
9876/6	6		9876	08
9876/9	9		9876	08
9877/3	3		9877	14
9877/6	6		9877	14
9878/3	3		9878	14
9878/6	6		9878	14
9879/3	3		9879	14
9879/6	6		9879	14
9880/0	0		9880	08
9880/1	1		9880	08
9880/2	2		9880	08
9880/3	3		9880	08
9880/6	6		9880	08
9880/9	9		9880	08
9890/0	0		9890	08
9890/1	1		9890	08
9890/2	2		9890	08
9890/3	3		9890	08
9890/6	6		9890	08
9890/9	9		9890	08
9891/0	0		9891	08
9891/1	1		9891	08
9891/2	2		9891	08
9891/3	3	Akute Monozytenleukämie	9891	08
9891/6	6		9891	08
9891/9	9		9891	08
9892/0	0		9892	08
9892/1	1		9892	08
9892/2	2		9892	08
9892/3	3		9892	08
9892/6	6		9892	08
9892/9	9		9892	08
9893/0	0		9893	08
9893/1	1		9893	08
9893/2	2		9893	08
9893/3	3		9893	08
9893/6	6		9893	08
9893/9	9		9893	08
9897/0	0		9897	08
9897/1	1		9897	08
9897/2	2		9897	08
9897/3	3	Akute myeloische Leukämie mit 11q23-Abnormitäten	9897	08
9897/6	6		9897	08
9897/9	9		9897	08
9898/0	0		9898	08
9898/1	1		9898	08
9898/2	2		9898	08
9898/3	3		9898	08
9898/6	6		9898	08
9898/9	9		9898	08
9850/9	9		9850	14
9851/0	0		9851	14
9851/1	1		9851	14
9851/2	2		9851	14
9851/3	3		9851	14
9851/6	6		9851	14
9853/6	6		9853	14
9853/9	9		9853	14
9854/0	0		9854	14
9854/1	1		9854	14
9854/2	2		9854	14
9854/3	3		9854	14
9854/6	6		9854	14
9854/9	9		9854	14
9855/0	0		9855	14
9855/1	1		9855	14
9855/2	2		9855	14
9855/3	3		9855	14
9855/6	6		9855	14
9855/9	9		9855	14
9860/0	0		9860	14
9860/1	1	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	9860	14
9860/2	2		9860	14
9860/3	3	Myeloische Leukämie o.n.A.	9860	14
9860/6	6		9860	14
9860/9	9		9860	14
9861/0	0	Akute myeloische Leukämie o.n.A., gutartig	9861	08
9861/1	1		9861	08
9861/2	2		9861	08
9861/3	3	Akute myeloische Leukämie o.n.A.  (S.a. 9930/3)  (FAB- oder WHO-Typ nicht angegeben)	9861	08
9861/6	6		9861	08
9861/9	9		9861	08
9862/0	0		9862	08
9862/1	1		9862	08
9862/2	2		9862	08
9862/3	3		9862	08
9862/6	6		9862	08
9862/9	9		9862	08
9863/0	0		9863	08
9863/1	1		9863	08
9863/2	2		9863	08
9863/3	3	Chronische myeloische Leukämie	9863	08
9863/6	6		9863	08
9863/9	9		9863	08
9864/0	0		9864	08
9864/1	1		9864	08
9864/2	2		9864	08
9864/3	3		9864	08
9864/6	6		9864	08
9864/9	9		9864	08
9865/0	0		9865	08
9865/1	1		9865	08
9865/2	2		9865	08
9865/3	3		9865	08
9865/6	6		9865	08
9865/9	9		9865	08
9866/0	0		9866	08
9866/1	1		9866	08
9866/2	2		9866	08
9866/3	3	Akute Promyelozytenleukämie, t(15,17)(q22,q11-12)    	9866	08
9866/6	6		9866	08
9866/9	9		9866	08
9867/0	0		9867	08
9867/1	1		9867	08
9867/2	2		9867	08
9867/3	3	Akute myelomonozytäre Leukämie	9867	08
9867/6	6		9867	08
9867/9	9		9867	08
9868/0	0		9868	08
9868/1	1		9868	08
9868/2	2		9868	08
9868/3	3		9868	08
9868/6	6		9868	08
9868/9	9		9868	08
9869/0	0		9869	08
9869/1	1		9869	08
9869/2	2		9869	08
9869/3	3		9869	08
9869/6	6		9869	08
9873/2	2		9873	08
9873/3	3	Akute myeloische Leukämie ohne Ausreifung	9873	08
9873/6	6		9873	08
9873/9	9		9873	08
9874/0	0		9874	08
9874/1	1		9874	08
9874/2	2		9874	08
9827/6	6		9827	10
9827/9	9		9827	10
9828/0	0		9828	10
9828/1	1		9828	10
9828/2	2		9828	10
9828/3	3		9828	10
9828/6	6		9828	10
9828/9	9		9828	10
9829/0	0		9829	10
9829/1	1		9829	10
9829/2	2		9829	10
9829/3	3		9829	10
9829/6	6		9829	10
9829/9	9		9829	10
9831/9	9		9831	10
9832/0	0		9832	14
9832/1	1		9832	14
9832/2	2		9832	14
9832/3	3	Prolymphozytenleukämie o.n.A.	9832	14
9832/6	6		9832	14
9832/9	9		9832	14
9833/0	0		9833	09
9833/1	1		9833	09
9833/2	2		9833	09
9833/3	3	Prolymphozytenleukämie vom B-Zell-Typ	9833	09
9833/6	6		9833	09
9833/9	9		9833	09
9834/0	0		9834	10
9834/1	1		9834	10
9834/2	2		9834	10
9834/3	3	Prolymphozytenleukämie vom T-Zell-Typ	9834	10
9834/6	6		9834	10
9834/9	9		9834	10
9835/0	0		9835	14
9835/1	1		9835	14
9835/2	2		9835	14
9835/3	3	Vorläuferzell-lymphoblastische Leukämie o.n.A.  (S.a. 9727/3)	9835	14
9835/6	6		9835	14
9835/9	9		9835	14
9836/0	0		9836	09
9836/1	1		9836	09
9836/2	2		9836	09
9836/3	3	Vorläufer-B-lymphoblastische Leukämie  (S.a. 9728/3)	9836	09
9836/6	6		9836	09
9836/9	9		9836	09
9837/0	0		9837	10
9837/1	1		9837	10
9837/2	2		9837	10
9837/3	3	Vorläufer-T-lymphoblastische Leukämie  (S.a. 9729/3)	9837	10
9837/6	6		9837	10
9837/9	9		9837	10
9840/0	0		9840	08
9840/1	1		9840	08
9840/2	2		9840	08
9840/3	3	Akute myeloische Leukämie, M6-Typ	9840	08
9840/6	6		9840	08
9840/9	9		9840	08
9841/0	0		9841	14
9841/1	1		9841	14
9841/2	2		9841	14
9841/3	3		9841	14
9841/6	6		9841	14
9841/9	9		9841	14
9842/0	0		9842	14
9842/1	1		9842	14
9842/2	2		9842	14
9842/3	3		9842	14
9842/6	6		9842	14
9842/9	9		9842	14
9850/0	0		9850	14
9850/1	1		9850	14
9850/2	2		9850	14
9850/3	3		9850	14
9850/6	6		9850	14
9851/9	9		9851	14
9852/0	0		9852	14
9852/1	1		9852	14
9852/2	2		9852	14
9852/3	3		9852	14
9852/6	6		9852	14
9852/9	9		9852	14
9853/0	0		9853	14
9853/1	1		9853	14
9853/2	2		9853	14
9853/3	3		9853	14
9812/2	2		9812	09
9812/3	3		9812	09
9812/6	6		9812	09
9812/9	9		9812	09
9813/0	0		9813	09
9813/1	1		9813	09
9813/2	2		9813	09
9813/3	3		9813	09
9813/6	6		9813	09
9813/9	9		9813	09
9814/0	0		9814	09
9814/1	1		9814	09
9816/3	3		9816	09
9816/6	6		9816	09
9816/9	9		9816	09
9817/0	0		9817	09
9817/1	1		9817	09
9817/2	2		9817	09
9817/3	3		9817	09
9817/6	6		9817	09
9817/9	9		9817	09
9818/0	0		9818	09
9818/1	1		9818	09
9818/2	2		9818	09
9818/3	3		9818	09
9818/6	6		9818	09
9818/9	9		9818	09
9819/3	3		9819	09
9819/6	6		9819	09
9820/0	0		9820	14
9820/1	1		9820	14
9820/2	2		9820	14
9820/3	3	Lymphatische Leukämie o.n.A.	9820	14
9820/6	6		9820	14
9820/9	9		9820	14
9821/0	0		9821	14
9821/1	1		9821	14
9821/2	2		9821	14
9821/3	3		9821	14
9821/6	6		9821	14
9821/9	9		9821	14
9822/0	0		9822	14
9822/1	1		9822	14
9822/2	2		9822	14
9822/3	3		9822	14
9822/6	6		9822	14
9822/9	9		9822	14
9823/0	0		9823	09
9823/1	1		9823	09
9823/2	2		9823	09
9823/3	3	Chronische lymphatische B-Zell-Leukämie/kleinzelliges lymphozytisches Lymphom  (S.a. 9670/3)	9823	09
9823/6	6		9823	09
9823/9	9	Chronische lymphatische B-Zell-Leukämie / kleinzelliges lymphozytisches Lymphom, unsicher ob Metastase oder Primärtumor	9823	09
9824/0	0		9824	09
9824/1	1		9824	09
9824/2	2		9824	09
9824/3	3		9824	09
9824/6	6		9824	09
9824/9	9		9824	09
9825/0	0		9825	09
9825/1	1		9825	09
9825/2	2		9825	09
9825/3	3		9825	09
9825/6	6		9825	09
9825/9	9		9825	09
9826/0	0		9826	09
9826/1	1		9826	09
9826/2	2		9826	09
9826/3	3	Burkitt-Zell-Leukämie  (S.a. 9687/3)	9826	09
9826/6	6		9826	09
9826/9	9		9826	09
9827/0	0		9827	10
9827/1	1		9827	10
9827/2	2		9827	10
9827/3	3	Adulte(s) T-Zell-Lymphom/Leukämie (HTLV1-positiv)    (Einschließlich aller Varianten)	9827	10
9830/0	0		9830	10
9830/1	1		9830	10
9830/2	2		9830	10
9830/3	3		9830	10
9830/6	6		9830	10
9830/9	9		9830	10
9831/0	0		9831	10
9831/1	1	Chronische lymphatische T-Zell-Leukämie vom grobgranulären Typ	9831	10
9831/2	2		9831	10
9831/3	3	Chronische lymphatische T-Zell-Leukämie vom grobgranulären Typ  , Dig. auf 3 geändert, entsprechend blue book	9831	10
9831/6	6		9831	10
9766/9	9		9766	09
9800/3	3	Leukämie o.n.A.	9800	14
9800/6	6		9800	14
9800/9	9		9800	14
9801/0	0		9801	14
9801/1	1		9801	14
9801/2	2		9801	14
9801/3	3	Akute Leukämie o.n.A.	9801	14
9801/6	6		9801	14
9801/9	9		9801	14
9802/0	0		9802	14
9802/1	1		9802	14
9802/2	2		9802	14
9802/3	3		9802	14
9802/6	6		9802	14
9802/9	9		9802	14
9803/0	0		9803	14
9803/1	1		9803	14
9803/2	2		9803	14
9803/3	3		9803	14
9803/6	6		9803	14
9803/9	9		9803	14
9804/0	0		9804	14
9804/1	1		9804	14
9804/2	2		9804	14
9804/3	3		9804	14
9804/6	6		9804	14
9804/9	9		9804	14
9805/0	0		9805	14
9805/1	1		9805	14
9805/2	2		9805	14
9805/3	3	Akute biphänotypische Leukämie	9805	14
9805/6	6		9805	14
9805/9	9		9805	14
9806/0	0		9806	14
9806/1	1		9806	14
9806/2	2		9806	14
9806/3	3		9806	14
9806/6	6		9806	14
9806/9	9		9806	14
9807/0	0		9807	14
9807/1	1		9807	14
9807/2	2		9807	14
9807/3	3		9807	14
9807/6	6		9807	14
9807/9	9		9807	14
9808/0	0		9808	14
9808/1	1		9808	14
9808/2	2		9808	14
9808/3	3		9808	14
9808/6	6		9808	14
9808/9	9		9808	14
9809/0	0		9809	14
9809/1	1		9809	14
9809/2	2		9809	14
9809/3	3		9809	14
9809/6	6		9809	14
9809/9	9		9809	14
9810/0	0		9810	14
9810/1	1		9810	14
9810/2	2		9810	14
9810/3	3		9810	14
9810/6	6		9810	14
9810/9	9		9810	14
9811/0	0		9811	09
9811/1	1		9811	09
9811/2	2		9811	09
9811/3	3		9811	09
9811/6	6		9811	09
9811/9	9		9811	09
9812/0	0		9812	09
9812/1	1		9812	09
9814/2	2		9814	09
9814/3	3		9814	09
9814/6	6		9814	09
9814/9	9		9814	09
9815/0	0		9815	09
9815/1	1		9815	09
9815/2	2		9815	09
9815/3	3		9815	09
9815/6	6		9815	09
9815/9	9		9815	09
9816/0	0		9816	09
9816/1	1		9816	09
9816/2	2		9816	09
9754/2	2		9754	13
9754/3	3	Disseminierte Langerhans-Zell-Histiozytose	9754	13
9754/6	6		9754	13
9754/9	9		9754	13
9755/0	0		9755	13
9755/1	1		9755	13
9755/2	2		9755	13
9755/3	3	Histiozytäres Sarkom	9755	13
9755/6	6		9755	13
9755/9	9		9755	13
9756/0	0		9756	13
9756/1	1		9756	13
9756/2	2		9756	13
9756/3	3	Langerhans-Zell-Sarkom	9756	13
9756/6	6		9756	13
9756/9	9		9756	13
9757/0	0		9757	13
9757/1	1		9757	13
9757/2	2		9757	13
9757/3	3	Sarkom der dendritischen Retikulumzellen	9757	13
9757/6	6		9757	13
9759/2	2		9759	13
9759/3	3		9759	13
9759/6	6		9759	13
9759/9	9		9759	13
9760/0	0		9760	14
9760/1	1	Immunoproliferative Krankheit o.n.A., unsicherer Charakter	9760	14
9760/2	2		9760	14
9760/3	3	Immunoproliferative Krankheit o.n.A.	9760	14
9760/6	6		9760	14
9760/9	9		9760	14
9761/0	0		9761	09
9761/1	1		9761	09
9761/2	2		9761	09
9761/3	3	Waldenström-Makroglobulinämie C42.0 (S.a. 9671/3)	9761	09
9761/6	6		9761	09
9761/9	9		9761	09
9762/0	0		9762	09
9762/1	1		9762	09
9762/2	2		9762	09
9762/3	3	Schwerketten-Krankheit o.n.A.	9762	09
9762/6	6		9762	09
9762/9	9		9762	09
9763/0	0		9763	09
9763/1	1		9763	09
9763/2	2		9763	09
9763/3	3		9763	09
9763/6	6		9763	09
9763/9	9		9763	09
9764/0	0		9764	09
9764/1	1	Immunoproliferative Krankheit des Dünndarms, unsicherer Charakter	9764	09
9764/2	2		9764	09
9764/3	3	Immunoproliferative Krankheit des Dünndarms C17.-	9764	09
9764/6	6		9764	09
9764/9	9		9764	09
9765/0	0		9765	09
9765/1	1	Monoklonale Gammopathie unbestimmter Signifikanz	9765	09
9765/2	2		9765	09
9765/3	3	Monoklonale Gammopathie unbestimmter Signifikanz, bösartig	9765	09
9765/6	6		9765	09
9765/9	9		9765	09
9766/0	0		9766	09
9766/1	1	Angiozentrische immunoproliferative Veränderung	9766	09
9766/2	2		9766	09
9766/3	3		9766	09
9766/6	6		9766	09
9767/0	0		9767	09
9767/1	1	Angioimmunoblastische Lymphadenopathie	9767	09
9767/2	2		9767	09
9767/3	3	Kombination nicht in ICDO3 Katalog enthalten, aber zulässig	9767	09
9767/6	6		9767	09
9767/9	9		9767	09
9768/0	0		9768	10
9768/1	1	T-Gamma-lymphoproliferative Krankheit	9768	10
9768/2	2		9768	10
9768/3	3		9768	10
9768/6	6		9768	10
9768/9	9		9768	10
9769/0	0		9769	09
9769/1	1	Immunglobulin-Ablagerungs-Krankheit	9769	09
9769/2	2		9769	09
9769/3	3		9769	09
9769/6	6		9769	09
9769/9	9		9769	09
9800/0	0		9800	14
9800/1	1		9800	14
9800/2	2		9800	14
9732/0	0		9732	09
9732/1	1	Multiples Myelom, unsicherer Charakter	9732	09
9732/2	2		9732	09
9732/3	3	Multiples Myelom C42.1	9732	09
9732/6	6		9732	09
9732/9	9		9732	09
9733/0	0		9733	09
