id	code	id3	chapter	name
M8310	M83.10	M80	13	Mehrere Lokalisationen
M8311	M83.11	M80	13	Schulterregion
M8312	M83.12	M80	13	Oberarm
M8313	M83.13	M80	13	Unterarm
M8314	M83.14	M80	13	Hand
M8315	M83.15	M80	13	Beckenregion und Oberschenkel
M8316	M83.16	M80	13	Unterschenkel
M8317	M83.17	M80	13	Knöchel und Fuß
M8318	M83.18	M80	13	Sonstige
M8319	M83.19	M80	13	Nicht näher bezeichnete Lokalisation
M832	M83.2	M80	13	Osteomalazie im Erwachsenenalter durch Malabsorption
M8320	M83.20	M80	13	Mehrere Lokalisationen
M8321	M83.21	M80	13	Schulterregion
M8322	M83.22	M80	13	Oberarm
M8323	M83.23	M80	13	Unterarm
M8324	M83.24	M80	13	Hand
M8325	M83.25	M80	13	Beckenregion und Oberschenkel
M8326	M83.26	M80	13	Unterschenkel
M8327	M83.27	M80	13	Knöchel und Fuß
M8328	M83.28	M80	13	Sonstige
M8329	M83.29	M80	13	Nicht näher bezeichnete Lokalisation
M833	M83.3	M80	13	Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung
M8330	M83.30	M80	13	Mehrere Lokalisationen
M8331	M83.31	M80	13	Schulterregion
M8332	M83.32	M80	13	Oberarm
M8333	M83.33	M80	13	Unterarm
M8334	M83.34	M80	13	Hand
M8335	M83.35	M80	13	Beckenregion und Oberschenkel
M8336	M83.36	M80	13	Unterschenkel
M8337	M83.37	M80	13	Knöchel und Fuß
M8338	M83.38	M80	13	Sonstige
M8339	M83.39	M80	13	Nicht näher bezeichnete Lokalisation
M834	M83.4	M80	13	Aluminiumosteopathie
M8340	M83.40	M80	13	Mehrere Lokalisationen
M8341	M83.41	M80	13	Schulterregion
M8342	M83.42	M80	13	Oberarm
M8343	M83.43	M80	13	Unterarm
M8344	M83.44	M80	13	Hand
M8345	M83.45	M80	13	Beckenregion und Oberschenkel
M8346	M83.46	M80	13	Unterschenkel
M8347	M83.47	M80	13	Knöchel und Fuß
M8348	M83.48	M80	13	Sonstige
M8349	M83.49	M80	13	Nicht näher bezeichnete Lokalisation
M835	M83.5	M80	13	Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen
M8350	M83.50	M80	13	Mehrere Lokalisationen
M8351	M83.51	M80	13	Schulterregion
M8352	M83.52	M80	13	Oberarm
M8353	M83.53	M80	13	Unterarm
M8354	M83.54	M80	13	Hand
M8355	M83.55	M80	13	Beckenregion und Oberschenkel
M8356	M83.56	M80	13	Unterschenkel
M8357	M83.57	M80	13	Knöchel und Fuß
M8358	M83.58	M80	13	Sonstige
M8359	M83.59	M80	13	Nicht näher bezeichnete Lokalisation
M838	M83.8	M80	13	Sonstige Osteomalazie im Erwachsenenalter
M8380	M83.80	M80	13	Mehrere Lokalisationen
M8381	M83.81	M80	13	Schulterregion
M8382	M83.82	M80	13	Oberarm
M8383	M83.83	M80	13	Unterarm
M8384	M83.84	M80	13	Hand
M8385	M83.85	M80	13	Beckenregion und Oberschenkel
M8386	M83.86	M80	13	Unterschenkel
M8387	M83.87	M80	13	Knöchel und Fuß
M8388	M83.88	M80	13	Sonstige
M8389	M83.89	M80	13	Nicht näher bezeichnete Lokalisation
M839	M83.9	M80	13	Osteomalazie im Erwachsenenalter, nicht näher bezeichnet
M8390	M83.90	M80	13	Mehrere Lokalisationen
M8391	M83.91	M80	13	Schulterregion
M8392	M83.92	M80	13	Oberarm
M8393	M83.93	M80	13	Unterarm
M8394	M83.94	M80	13	Hand
M8395	M83.95	M80	13	Beckenregion und Oberschenkel
M8396	M83.96	M80	13	Unterschenkel
M8397	M83.97	M80	13	Knöchel und Fuß
M8398	M83.98	M80	13	Sonstige
M8399	M83.99	M80	13	Nicht näher bezeichnete Lokalisation
M84	M84	M80	13	Veränderungen der Knochenkontinuität
M840	M84.0	M80	13	Frakturheilung in Fehlstellung
M8400	M84.00	M80	13	Mehrere Lokalisationen
M8401	M84.01	M80	13	Schulterregion
M8402	M84.02	M80	13	Oberarm
M8403	M84.03	M80	13	Unterarm
M8404	M84.04	M80	13	Hand
M8405	M84.05	M80	13	Beckenregion und Oberschenkel
M8406	M84.06	M80	13	Unterschenkel
M8407	M84.07	M80	13	Knöchel und Fuß
M8408	M84.08	M80	13	Sonstige
M8409	M84.09	M80	13	Nicht näher bezeichnete Lokalisation
M841	M84.1	M80	13	Nichtvereinigung der Frakturenden [Pseudarthrose]
M8410	M84.10	M80	13	Mehrere Lokalisationen
M8411	M84.11	M80	13	Schulterregion
M8412	M84.12	M80	13	Oberarm
M8413	M84.13	M80	13	Unterarm
M8414	M84.14	M80	13	Hand
M8415	M84.15	M80	13	Beckenregion und Oberschenkel
M8416	M84.16	M80	13	Unterschenkel
M8417	M84.17	M80	13	Knöchel und Fuß
M8418	M84.18	M80	13	Sonstige
M8419	M84.19	M80	13	Nicht näher bezeichnete Lokalisation
M842	M84.2	M80	13	Verzögerte Frakturheilung
M8420	M84.20	M80	13	Mehrere Lokalisationen
M8421	M84.21	M80	13	Schulterregion
M8422	M84.22	M80	13	Oberarm
M8423	M84.23	M80	13	Unterarm
M8424	M84.24	M80	13	Hand
M8425	M84.25	M80	13	Beckenregion und Oberschenkel
M8426	M84.26	M80	13	Unterschenkel
M8427	M84.27	M80	13	Knöchel und Fuß
M8428	M84.28	M80	13	Sonstige
M8429	M84.29	M80	13	Nicht näher bezeichnete Lokalisation
M843	M84.3	M80	13	Stressfraktur, anderenorts nicht klassifiziert
M8430	M84.30	M80	13	Mehrere Lokalisationen
M8431	M84.31	M80	13	Schulterregion
M8432	M84.32	M80	13	Oberarm
M8433	M84.33	M80	13	Unterarm
M8434	M84.34	M80	13	Hand
M8435	M84.35	M80	13	Beckenregion und Oberschenkel
M8436	M84.36	M80	13	Unterschenkel
M8437	M84.37	M80	13	Knöchel und Fuß
M8438	M84.38	M80	13	Sonstige
M8439	M84.39	M80	13	Nicht näher bezeichnete Lokalisation
M844	M84.4	M80	13	Pathologische Fraktur, anderenorts nicht klassifiziert
M8440	M84.40	M80	13	Mehrere Lokalisationen
M8441	M84.41	M80	13	Schulterregion
M8442	M84.42	M80	13	Oberarm
M8443	M84.43	M80	13	Unterarm
M8444	M84.44	M80	13	Hand
M8445	M84.45	M80	13	Beckenregion und Oberschenkel
M8446	M84.46	M80	13	Unterschenkel
M8447	M84.47	M80	13	Knöchel und Fuß
M8448	M84.48	M80	13	Sonstige
M8449	M84.49	M80	13	Nicht näher bezeichnete Lokalisation
M848	M84.8	M80	13	Sonstige Veränderungen der Knochenkontinuität
M8480	M84.80	M80	13	Mehrere Lokalisationen
M8481	M84.81	M80	13	Schulterregion
M8482	M84.82	M80	13	Oberarm
M8483	M84.83	M80	13	Unterarm
M8484	M84.84	M80	13	Hand
M8485	M84.85	M80	13	Beckenregion und Oberschenkel
M8486	M84.86	M80	13	Unterschenkel
M8487	M84.87	M80	13	Knöchel und Fuß
M8488	M84.88	M80	13	Sonstige
M8489	M84.89	M80	13	Nicht näher bezeichnete Lokalisation
M849	M84.9	M80	13	Veränderung der Knochenkontinuität, nicht näher bezeichnet
M8490	M84.90	M80	13	Mehrere Lokalisationen
M8491	M84.91	M80	13	Schulterregion
M8492	M84.92	M80	13	Oberarm
M8493	M84.93	M80	13	Unterarm
M8494	M84.94	M80	13	Hand
M8495	M84.95	M80	13	Beckenregion und Oberschenkel
M8496	M84.96	M80	13	Unterschenkel
M8497	M84.97	M80	13	Knöchel und Fuß
M8498	M84.98	M80	13	Sonstige
M8499	M84.99	M80	13	Nicht näher bezeichnete Lokalisation
M85	M85	M80	13	Sonstige Veränderungen der Knochendichte und -struktur
M850	M85.0	M80	13	Fibröse Dysplasie (monostotisch)
M8500	M85.00	M80	13	Mehrere Lokalisationen
M8501	M85.01	M80	13	Schulterregion
M8502	M85.02	M80	13	Oberarm
M8503	M85.03	M80	13	Unterarm
M8504	M85.04	M80	13	Hand
M8505	M85.05	M80	13	Beckenregion und Oberschenkel
M8506	M85.06	M80	13	Unterschenkel
M8507	M85.07	M80	13	Knöchel und Fuß
M8508	M85.08	M80	13	Sonstige
M8509	M85.09	M80	13	Nicht näher bezeichnete Lokalisation
M851	M85.1	M80	13	Skelettfluorose
M8510	M85.10	M80	13	Mehrere Lokalisationen
M8511	M85.11	M80	13	Schulterregion
M8512	M85.12	M80	13	Oberarm
M8513	M85.13	M80	13	Unterarm
M8514	M85.14	M80	13	Hand
M8515	M85.15	M80	13	Beckenregion und Oberschenkel
M8516	M85.16	M80	13	Unterschenkel
M8517	M85.17	M80	13	Knöchel und Fuß
M8518	M85.18	M80	13	Sonstige
M8519	M85.19	M80	13	Nicht näher bezeichnete Lokalisation
M852	M85.2	M80	13	Hyperostose des Schädels
M853	M85.3	M80	13	Ostitis condensans
M8530	M85.30	M80	13	Mehrere Lokalisationen
M8531	M85.31	M80	13	Schulterregion
M8532	M85.32	M80	13	Oberarm
M8533	M85.33	M80	13	Unterarm
M8534	M85.34	M80	13	Hand
M8535	M85.35	M80	13	Beckenregion und Oberschenkel
M8536	M85.36	M80	13	Unterschenkel
M8537	M85.37	M80	13	Knöchel und Fuß
M8538	M85.38	M80	13	Sonstige
M8539	M85.39	M80	13	Nicht näher bezeichnete Lokalisation
M854	M85.4	M80	13	Solitäre Knochenzyste
M8540	M85.40	M80	13	Mehrere Lokalisationen
M8541	M85.41	M80	13	Schulterregion
M8542	M85.42	M80	13	Oberarm
M8543	M85.43	M80	13	Unterarm
M8544	M85.44	M80	13	Hand
M8545	M85.45	M80	13	Beckenregion und Oberschenkel
M8546	M85.46	M80	13	Unterschenkel
M8547	M85.47	M80	13	Knöchel und Fuß
M8548	M85.48	M80	13	Sonstige
M8549	M85.49	M80	13	Nicht näher bezeichnete Lokalisation
M855	M85.5	M80	13	Aneurysmatische Knochenzyste
M8550	M85.50	M80	13	Mehrere Lokalisationen
M8551	M85.51	M80	13	Schulterregion
M8552	M85.52	M80	13	Oberarm
M8553	M85.53	M80	13	Unterarm
M8554	M85.54	M80	13	Hand
M8555	M85.55	M80	13	Beckenregion und Oberschenkel
M8556	M85.56	M80	13	Unterschenkel
M8557	M85.57	M80	13	Knöchel und Fuß
M8558	M85.58	M80	13	Sonstige
M8559	M85.59	M80	13	Nicht näher bezeichnete Lokalisation
M856	M85.6	M80	13	Sonstige Knochenzyste
M8560	M85.60	M80	13	Mehrere Lokalisationen
M8561	M85.61	M80	13	Schulterregion
M8562	M85.62	M80	13	Oberarm
M8563	M85.63	M80	13	Unterarm
M8564	M85.64	M80	13	Hand
M8565	M85.65	M80	13	Beckenregion und Oberschenkel
M8566	M85.66	M80	13	Unterschenkel
M8567	M85.67	M80	13	Knöchel und Fuß
M8568	M85.68	M80	13	Sonstige
M8569	M85.69	M80	13	Nicht näher bezeichnete Lokalisation
M858	M85.8	M80	13	Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur
M8580	M85.80	M80	13	Mehrere Lokalisationen
M8581	M85.81	M80	13	Schulterregion
M8582	M85.82	M80	13	Oberarm
M8583	M85.83	M80	13	Unterarm
M8584	M85.84	M80	13	Hand
M8585	M85.85	M80	13	Beckenregion und Oberschenkel
M8586	M85.86	M80	13	Unterschenkel
M8587	M85.87	M80	13	Knöchel und Fuß
M8588	M85.88	M80	13	Sonstige
M859	M85.9	M80	13	Veränderung der Knochendichte und -struktur, nicht näher bezeichnet
M8590	M85.90	M80	13	Mehrere Lokalisationen
M8591	M85.91	M80	13	Schulterregion
M8589	M85.89	M80	13	Nicht näher bezeichnete Lokalisation
M8592	M85.92	M80	13	Oberarm
M8593	M85.93	M80	13	Unterarm
M8594	M85.94	M80	13	Hand
M8595	M85.95	M80	13	Beckenregion und Oberschenkel
M8596	M85.96	M80	13	Unterschenkel
M8597	M85.97	M80	13	Knöchel und Fuß
M8598	M85.98	M80	13	Sonstige
M8599	M85.99	M80	13	Nicht näher bezeichnete Lokalisation
M86	M86	M86	13	Osteomyelitis
M860	M86.0	M86	13	Akute hämatogene Osteomyelitis
M8600	M86.00	M86	13	Mehrere Lokalisationen
M8601	M86.01	M86	13	Schulterregion
M8602	M86.02	M86	13	Oberarm
M8603	M86.03	M86	13	Unterarm
M8604	M86.04	M86	13	Hand
M8605	M86.05	M86	13	Beckenregion und Oberschenkel
M8606	M86.06	M86	13	Unterschenkel
M8607	M86.07	M86	13	Knöchel und Fuß
M8608	M86.08	M86	13	Sonstige
M8609	M86.09	M86	13	Nicht näher bezeichnete Lokalisation
M861	M86.1	M86	13	Sonstige akute Osteomyelitis
M8610	M86.10	M86	13	Mehrere Lokalisationen
M8611	M86.11	M86	13	Schulterregion
M8612	M86.12	M86	13	Oberarm
M8613	M86.13	M86	13	Unterarm
M8614	M86.14	M86	13	Hand
M8615	M86.15	M86	13	Beckenregion und Oberschenkel
M8616	M86.16	M86	13	Unterschenkel
M8617	M86.17	M86	13	Knöchel und Fuß
M8618	M86.18	M86	13	Sonstige
M8619	M86.19	M86	13	Nicht näher bezeichnete Lokalisation
M862	M86.2	M86	13	Subakute Osteomyelitis
M8620	M86.20	M86	13	Mehrere Lokalisationen
M8621	M86.21	M86	13	Schulterregion
M8622	M86.22	M86	13	Oberarm
M8623	M86.23	M86	13	Unterarm
M8624	M86.24	M86	13	Hand
M8625	M86.25	M86	13	Beckenregion und Oberschenkel
M8626	M86.26	M86	13	Unterschenkel
M8627	M86.27	M86	13	Knöchel und Fuß
M8628	M86.28	M86	13	Sonstige
M8629	M86.29	M86	13	Nicht näher bezeichnete Lokalisation
M863	M86.3	M86	13	Chronische multifokale Osteomyelitis
M8630	M86.30	M86	13	Mehrere Lokalisationen
M8631	M86.31	M86	13	Schulterregion
M8632	M86.32	M86	13	Oberarm
M8633	M86.33	M86	13	Unterarm
M8634	M86.34	M86	13	Hand
M8635	M86.35	M86	13	Beckenregion und Oberschenkel
M8636	M86.36	M86	13	Unterschenkel
M8637	M86.37	M86	13	Knöchel und Fuß
M8638	M86.38	M86	13	Sonstige
M8639	M86.39	M86	13	Nicht näher bezeichnete Lokalisation
M864	M86.4	M86	13	Chronische Osteomyelitis mit Fistel
M8640	M86.40	M86	13	Mehrere Lokalisationen
M8641	M86.41	M86	13	Schulterregion
M8642	M86.42	M86	13	Oberarm
M8643	M86.43	M86	13	Unterarm
M8644	M86.44	M86	13	Hand
M8645	M86.45	M86	13	Beckenregion und Oberschenkel
M8646	M86.46	M86	13	Unterschenkel
M8647	M86.47	M86	13	Knöchel und Fuß
M8648	M86.48	M86	13	Sonstige
M8649	M86.49	M86	13	Nicht näher bezeichnete Lokalisation
M865	M86.5	M86	13	Sonstige chronische hämatogene Osteomyelitis
M8650	M86.50	M86	13	Mehrere Lokalisationen
M8651	M86.51	M86	13	Schulterregion
M8652	M86.52	M86	13	Oberarm
M8653	M86.53	M86	13	Unterarm
M8654	M86.54	M86	13	Hand
M8655	M86.55	M86	13	Beckenregion und Oberschenkel
M8656	M86.56	M86	13	Unterschenkel
M8657	M86.57	M86	13	Knöchel und Fuß
M8658	M86.58	M86	13	Sonstige
M8659	M86.59	M86	13	Nicht näher bezeichnete Lokalisation
M866	M86.6	M86	13	Sonstige chronische Osteomyelitis
M8660	M86.60	M86	13	Mehrere Lokalisationen
M8661	M86.61	M86	13	Schulterregion
M8662	M86.62	M86	13	Oberarm
M8663	M86.63	M86	13	Unterarm
M8664	M86.64	M86	13	Hand
M8665	M86.65	M86	13	Beckenregion und Oberschenkel
M8666	M86.66	M86	13	Unterschenkel
M8667	M86.67	M86	13	Knöchel und Fuß
M8668	M86.68	M86	13	Sonstige
M8669	M86.69	M86	13	Nicht näher bezeichnete Lokalisation
M868	M86.8	M86	13	Sonstige Osteomyelitis
M8680	M86.80	M86	13	Mehrere Lokalisationen
M8681	M86.81	M86	13	Schulterregion
M8682	M86.82	M86	13	Oberarm
M8683	M86.83	M86	13	Unterarm
M8684	M86.84	M86	13	Hand
M8685	M86.85	M86	13	Beckenregion und Oberschenkel
M8686	M86.86	M86	13	Unterschenkel
M8687	M86.87	M86	13	Knöchel und Fuß
M8688	M86.88	M86	13	Sonstige
M8689	M86.89	M86	13	Nicht näher bezeichnete Lokalisation
M869	M86.9	M86	13	Osteomyelitis, nicht näher bezeichnet
M8690	M86.90	M86	13	Mehrere Lokalisationen
M8691	M86.91	M86	13	Schulterregion
M8692	M86.92	M86	13	Oberarm
M8693	M86.93	M86	13	Unterarm
M8694	M86.94	M86	13	Hand
M8695	M86.95	M86	13	Beckenregion und Oberschenkel
M8696	M86.96	M86	13	Unterschenkel
M8697	M86.97	M86	13	Knöchel und Fuß
M8698	M86.98	M86	13	Sonstige
M8699	M86.99	M86	13	Nicht näher bezeichnete Lokalisation
M87	M87	M86	13	Knochennekrose
M870	M87.0	M86	13	Idiopathische aseptische Knochennekrose
M8700	M87.00	M86	13	Mehrere Lokalisationen
M8701	M87.01	M86	13	Schulterregion
M8702	M87.02	M86	13	Oberarm
M8703	M87.03	M86	13	Unterarm
M8704	M87.04	M86	13	Hand
M8705	M87.05	M86	13	Beckenregion und Oberschenkel
M8706	M87.06	M86	13	Unterschenkel
M8707	M87.07	M86	13	Knöchel und Fuß
M8708	M87.08	M86	13	Sonstige
M8709	M87.09	M86	13	Nicht näher bezeichnete Lokalisation
M871	M87.1	M86	13	Knochennekrose durch Arzneimittel
M8710	M87.10	M86	13	Mehrere Lokalisationen
M8711	M87.11	M86	13	Schulterregion
M8712	M87.12	M86	13	Oberarm
M8713	M87.13	M86	13	Unterarm
M8714	M87.14	M86	13	Hand
M8715	M87.15	M86	13	Beckenregion und Oberschenkel
M8716	M87.16	M86	13	Unterschenkel
M8717	M87.17	M86	13	Knöchel und Fuß
M8718	M87.18	M86	13	Sonstige
M8719	M87.19	M86	13	Nicht näher bezeichnete Lokalisation
M872	M87.2	M86	13	Knochennekrose durch vorangegangenes Trauma
M8720	M87.20	M86	13	Mehrere Lokalisationen
M8721	M87.21	M86	13	Schulterregion
M8722	M87.22	M86	13	Oberarm
M8723	M87.23	M86	13	Unterarm
M8724	M87.24	M86	13	Hand
M8725	M87.25	M86	13	Beckenregion und Oberschenkel
M8726	M87.26	M86	13	Unterschenkel
M8727	M87.27	M86	13	Knöchel und Fuß
M8728	M87.28	M86	13	Sonstige
M8729	M87.29	M86	13	Nicht näher bezeichnete Lokalisation
M873	M87.3	M86	13	Sonstige sekundäre Knochennekrose
M8730	M87.30	M86	13	Mehrere Lokalisationen
M8731	M87.31	M86	13	Schulterregion
M8732	M87.32	M86	13	Oberarm
M8733	M87.33	M86	13	Unterarm
M8734	M87.34	M86	13	Hand
M8735	M87.35	M86	13	Beckenregion und Oberschenkel
M8736	M87.36	M86	13	Unterschenkel
M8737	M87.37	M86	13	Knöchel und Fuß
M8738	M87.38	M86	13	Sonstige
M8739	M87.39	M86	13	Nicht näher bezeichnete Lokalisation
M878	M87.8	M86	13	Sonstige Knochennekrose
M8780	M87.80	M86	13	Mehrere Lokalisationen
M8781	M87.81	M86	13	Schulterregion
M8782	M87.82	M86	13	Oberarm
M8783	M87.83	M86	13	Unterarm
M8784	M87.84	M86	13	Hand
M8785	M87.85	M86	13	Beckenregion und Oberschenkel
M8786	M87.86	M86	13	Unterschenkel
M8787	M87.87	M86	13	Knöchel und Fuß
M8788	M87.88	M86	13	Sonstige
M8789	M87.89	M86	13	Nicht näher bezeichnete Lokalisation
M879	M87.9	M86	13	Knochennekrose, nicht näher bezeichnet
M8790	M87.90	M86	13	Mehrere Lokalisationen
M8791	M87.91	M86	13	Schulterregion
M8792	M87.92	M86	13	Oberarm
M8793	M87.93	M86	13	Unterarm
M8794	M87.94	M86	13	Hand
M8795	M87.95	M86	13	Beckenregion und Oberschenkel
M8796	M87.96	M86	13	Unterschenkel
M8797	M87.97	M86	13	Knöchel und Fuß
M8798	M87.98	M86	13	Sonstige
M8799	M87.99	M86	13	Nicht näher bezeichnete Lokalisation
M88	M88	M86	13	Osteodystrophia deformans [Paget-Krankheit]
M880	M88.0	M86	13	Osteodystrophia deformans der Schädelknochen
M888	M88.8	M86	13	Osteodystrophia deformans sonstiger Knochen
M8880	M88.80	M86	13	Mehrere Lokalisationen
M8881	M88.81	M86	13	Schulterregion
M8882	M88.82	M86	13	Oberarm
M8883	M88.83	M86	13	Unterarm
M8884	M88.84	M86	13	Hand
M8885	M88.85	M86	13	Beckenregion und Oberschenkel
M8886	M88.86	M86	13	Unterschenkel
M8887	M88.87	M86	13	Knöchel und Fuß
M8888	M88.88	M86	13	Sonstige
M8889	M88.89	M86	13	Nicht näher bezeichnete Lokalisation
M889	M88.9	M86	13	Osteodystrophia deformans, nicht näher bezeichnet
M8890	M88.90	M86	13	Mehrere Lokalisationen
M8891	M88.91	M86	13	Schulterregion
M8892	M88.92	M86	13	Oberarm
M8893	M88.93	M86	13	Unterarm
M8894	M88.94	M86	13	Hand
M8895	M88.95	M86	13	Beckenregion und Oberschenkel
M8896	M88.96	M86	13	Unterschenkel
M8897	M88.97	M86	13	Knöchel und Fuß
M8898	M88.98	M86	13	Sonstige
M8899	M88.99	M86	13	Nicht näher bezeichnete Lokalisation
M89	M89	M86	13	Sonstige Knochenkrankheiten
M890	M89.0	M86	13	Neurodystrophie [Algodystrophie]
M8900	M89.00	M86	13	Mehrere Lokalisationen
M8901	M89.01	M86	13	Schulterregion
M8902	M89.02	M86	13	Oberarm
M8903	M89.03	M86	13	Unterarm
M8904	M89.04	M86	13	Hand
M8905	M89.05	M86	13	Beckenregion und Oberschenkel
M8906	M89.06	M86	13	Unterschenkel
M8907	M89.07	M86	13	Knöchel und Fuß
M8908	M89.08	M86	13	Sonstige
M8909	M89.09	M86	13	Nicht näher bezeichnete Lokalisation
M891	M89.1	M86	13	Stillstand des Epiphysenwachstums
M8910	M89.10	M86	13	Mehrere Lokalisationen
M8911	M89.11	M86	13	Schulterregion
M8912	M89.12	M86	13	Oberarm
M8913	M89.13	M86	13	Unterarm
M8914	M89.14	M86	13	Hand
M8915	M89.15	M86	13	Beckenregion und Oberschenkel
M8916	M89.16	M86	13	Unterschenkel
M8917	M89.17	M86	13	Knöchel und Fuß
M8918	M89.18	M86	13	Sonstige
M8919	M89.19	M86	13	Nicht näher bezeichnete Lokalisation
M892	M89.2	M86	13	Sonstige Störungen der Knochenentwicklung und des Knochenwachstums
M8920	M89.20	M86	13	Mehrere Lokalisationen
M8921	M89.21	M86	13	Schulterregion
M8922	M89.22	M86	13	Oberarm
M8923	M89.23	M86	13	Unterarm
M8924	M89.24	M86	13	Hand
M8925	M89.25	M86	13	Beckenregion und Oberschenkel
M8926	M89.26	M86	13	Unterschenkel
M8927	M89.27	M86	13	Knöchel und Fuß
M8928	M89.28	M86	13	Sonstige
M8929	M89.29	M86	13	Nicht näher bezeichnete Lokalisation
M893	M89.3	M86	13	Hypertrophie des Knochens
M8930	M89.30	M86	13	Mehrere Lokalisationen
M8931	M89.31	M86	13	Schulterregion
M8932	M89.32	M86	13	Oberarm
M8933	M89.33	M86	13	Unterarm
M8934	M89.34	M86	13	Hand
M8935	M89.35	M86	13	Beckenregion und Oberschenkel
M8936	M89.36	M86	13	Unterschenkel
M8937	M89.37	M86	13	Knöchel und Fuß
M8938	M89.38	M86	13	Sonstige
M8939	M89.39	M86	13	Nicht näher bezeichnete Lokalisation
M894	M89.4	M86	13	Sonstige hypertrophische Osteoarthropathie
M8940	M89.40	M86	13	Mehrere Lokalisationen
M8941	M89.41	M86	13	Schulterregion
M8942	M89.42	M86	13	Oberarm
M8943	M89.43	M86	13	Unterarm
M8944	M89.44	M86	13	Hand
M8945	M89.45	M86	13	Beckenregion und Oberschenkel
M8946	M89.46	M86	13	Unterschenkel
M8947	M89.47	M86	13	Knöchel und Fuß
M8948	M89.48	M86	13	Sonstige
M8949	M89.49	M86	13	Nicht näher bezeichnete Lokalisation
M895	M89.5	M86	13	Osteolyse
M8950	M89.50	M86	13	Mehrere Lokalisationen
M8951	M89.51	M86	13	Schulterregion
M8952	M89.52	M86	13	Oberarm
M8953	M89.53	M86	13	Unterarm
M8954	M89.54	M86	13	Hand
M8955	M89.55	M86	13	Beckenregion und Oberschenkel
M8956	M89.56	M86	13	Unterschenkel
M8957	M89.57	M86	13	Knöchel und Fuß
M8958	M89.58	M86	13	Sonstige
M8959	M89.59	M86	13	Nicht näher bezeichnete Lokalisation
M896	M89.6	M86	13	Osteopathie nach Poliomyelitis
M8960	M89.60	M86	13	Mehrere Lokalisationen
M8961	M89.61	M86	13	Schulterregion
M8962	M89.62	M86	13	Oberarm
M8963	M89.63	M86	13	Unterarm
M8964	M89.64	M86	13	Hand
M8965	M89.65	M86	13	Beckenregion und Oberschenkel
M8966	M89.66	M86	13	Unterschenkel
M8967	M89.67	M86	13	Knöchel und Fuß
M8968	M89.68	M86	13	Sonstige
M8969	M89.69	M86	13	Nicht näher bezeichnete Lokalisation
M898	M89.8	M86	13	Sonstige näher bezeichnete Knochenkrankheiten
M8980	M89.80	M86	13	Mehrere Lokalisationen
M8981	M89.81	M86	13	Schulterregion
M8982	M89.82	M86	13	Oberarm
M8983	M89.83	M86	13	Unterarm
M8984	M89.84	M86	13	Hand
M8985	M89.85	M86	13	Beckenregion und Oberschenkel
M8986	M89.86	M86	13	Unterschenkel
M8987	M89.87	M86	13	Knöchel und Fuß
M8988	M89.88	M86	13	Sonstige
M8989	M89.89	M86	13	Nicht näher bezeichnete Lokalisation
M899	M89.9	M86	13	Knochenkrankheit, nicht näher bezeichnet
M8990	M89.90	M86	13	Mehrere Lokalisationen
M8991	M89.91	M86	13	Schulterregion
M8992	M89.92	M86	13	Oberarm
M8993	M89.93	M86	13	Unterarm
M8994	M89.94	M86	13	Hand
M8995	M89.95	M86	13	Beckenregion und Oberschenkel
M8996	M89.96	M86	13	Unterschenkel
M8997	M89.97	M86	13	Knöchel und Fuß
M8998	M89.98	M86	13	Sonstige
M8999	M89.99	M86	13	Nicht näher bezeichnete Lokalisation
M90	M90	M86	13	Osteopathien bei anderenorts klassifizierten Krankheiten
M900	M90.0	M86	13	Knochentuberkulose
M9000	M90.00	M86	13	Mehrere Lokalisationen
M9001	M90.01	M86	13	Schulterregion
M9002	M90.02	M86	13	Oberarm
M9003	M90.03	M86	13	Unterarm
M9004	M90.04	M86	13	Hand
M9005	M90.05	M86	13	Beckenregion und Oberschenkel
M9006	M90.06	M86	13	Unterschenkel
M9007	M90.07	M86	13	Knöchel und Fuß
M9008	M90.08	M86	13	Sonstige
M9009	M90.09	M86	13	Nicht näher bezeichnete Lokalisation
M901	M90.1	M86	13	Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten
M9011	M90.11	M86	13	Schulterregion
M9012	M90.12	M86	13	Oberarm
M9013	M90.13	M86	13	Unterarm
M9014	M90.14	M86	13	Hand
M9010	M90.10	M86	13	Mehrere Lokalisationen
M9015	M90.15	M86	13	Beckenregion und Oberschenkel
M9016	M90.16	M86	13	Unterschenkel
M9017	M90.17	M86	13	Knöchel und Fuß
M9018	M90.18	M86	13	Sonstige
M9019	M90.19	M86	13	Nicht näher bezeichnete Lokalisation
M902	M90.2	M86	13	Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten
M9020	M90.20	M86	13	Mehrere Lokalisationen
M9021	M90.21	M86	13	Schulterregion
M9022	M90.22	M86	13	Oberarm
M9023	M90.23	M86	13	Unterarm
M9024	M90.24	M86	13	Hand
M9025	M90.25	M86	13	Beckenregion und Oberschenkel
M9026	M90.26	M86	13	Unterschenkel
M9027	M90.27	M86	13	Knöchel und Fuß
M9028	M90.28	M86	13	Sonstige
M9029	M90.29	M86	13	Nicht näher bezeichnete Lokalisation
M903	M90.3	M86	13	Knochennekrose bei Caissonkrankheit
M9030	M90.30	M86	13	Mehrere Lokalisationen
M9031	M90.31	M86	13	Schulterregion
